,anime_id,title,score,score_count,rank,popularity,related,genre,producer
1323,2246,Mononoke,8.46,602,129.0,664,"{'Adaptation': [{'mal_id': 5158, 'type': 'manga', 'url': 'https://myanimelist.net/manga/5158/Mononoke', 'title': 'Mononoke'}, {'mal_id': 88229, 'type': 'manga', 'url': 'https://myanimelist.net/manga/88229/Mononoke__Umibouzu', 'title': 'Mononoke: Umibouzu'}, {'mal_id': 89059, 'type': 'manga', 'url': 'https://myanimelist.net/manga/89059/Mononoke__Zashiki_Warashi', 'title': 'Mononoke: Zashiki Warashi'}], 'Prequel': [{'mal_id': 586, 'type': 'anime', 'url': 'https://myanimelist.net/anime/586/Ayakashi__Japanese_Classic_Horror', 'title': 'Ayakashi: Japanese Classic Horror'}]}","Mystery, Historical, Horror, Demons, Psychological, Supernatural, Fantasy, Seinen",Fuji TV
1153,2265,Transformers the Movie,7.9,106,706.0,3882,"{'Parent story': [{'mal_id': 2268, 'type': 'anime', 'url': 'https://myanimelist.net/anime/2268/Tatakae_Chou_Robot_Seimeitai_Transformers', 'title': 'Tatakae! Chou Robot Seimeitai Transformers'}]}","Action, Mecha",Hasbro
2810,2286,Little Nemo,7.42,82,1937.0,4542,"{'Other': [{'mal_id': 13789, 'type': 'anime', 'url': 'https://myanimelist.net/anime/13789/Little_Nemo_Pilot', 'title': 'Little Nemo Pilot'}, {'mal_id': 20463, 'type': 'anime', 'url': 'https://myanimelist.net/anime/20463/Little_Nemo_Pilot_1987', 'title': 'Little Nemo Pilot (1987)'}]}","Adventure, Fantasy",Tokyo Movie Shinsha
2283,2336,Hikaru no Go: New Year Special,7.42,112,1935.0,4019,"{'Full story': [{'mal_id': 135, 'type': 'anime', 'url': 'https://myanimelist.net/anime/135/Hikaru_no_Go', 'title': 'Hikaru no Go'}]}","Game, Comedy, Supernatural, Shounen",
11502,2391,SD Gundam Force,5.49,61,8394.0,4640,"{'Parent story': [{'mal_id': 80, 'type': 'anime', 'url': 'https://myanimelist.net/anime/80/Mobile_Suit_Gundam', 'title': 'Mobile Suit Gundam'}]}","Adventure, Comedy, Fantasy, Mecha","Bandai Visual, Sotsu, TV Tokyo Music"
9623,2402,Ashita no Joe,8.29,40,244.0,2154,"{'Adaptation': [{'mal_id': 1303, 'type': 'manga', 'url': 'https://myanimelist.net/manga/1303/Ashita_no_Joe', 'title': 'Ashita no Joe'}], 'Alternative version': [{'mal_id': 2920, 'type': 'anime', 'url': 'https://myanimelist.net/anime/2920/Ashita_no_Joe_Movie', 'title': 'Ashita no Joe (Movie)'}], 'Sequel': [{'mal_id': 2921, 'type': 'anime', 'url': 'https://myanimelist.net/anime/2921/Ashita_no_Joe_2', 'title': 'Ashita no Joe 2'}], 'Prequel': [{'mal_id': 19973, 'type': 'anime', 'url': 'https://myanimelist.net/anime/19973/Ashita_no_Joe_Pilots', 'title': 'Ashita no Joe Pilots'}], 'Other': [{'mal_id': 36563, 'type': 'anime', 'url': 'https://myanimelist.net/anime/36563/Megalo_Box', 'title': 'Megalo Box'}]}","Action, Drama, Shounen, Slice of Life, Sports",Fuji TV
5265,2407,Keroro Gunsou Movie 1,7.41,41,1977.0,5198,"{'Parent story': [{'mal_id': 516, 'type': 'anime', 'url': 'https://myanimelist.net/anime/516/Keroro_Gunsou', 'title': 'Keroro Gunsou'}]}","Comedy, Kids, Sci-Fi, Shounen",
10117,2413,Boin,6.73,69,,4037,"{'Sequel': [{'mal_id': 3918, 'type': 'anime', 'url': 'https://myanimelist.net/anime/3918/Resort_Boin', 'title': 'Resort Boin'}]}",Hentai,"Milky Animation Label, JapanAnime"
9972,2417,Saigo no Door wo Shimero!,6.71,157,,3609,"{'Adaptation': [{'mal_id': 234, 'type': 'manga', 'url': 'https://myanimelist.net/manga/234/Saigo_no_Door_wo_Shimero', 'title': 'Saigo no Door wo Shimero!'}]}","Comedy, Drama, Romance, Yaoi",
1973,2441,Koihime,6.74,46,,5557,"{'Sequel': [{'mal_id': 2442, 'type': 'anime', 'url': 'https://myanimelist.net/anime/2442/Zoku_Koihime', 'title': 'Zoku Koihime'}]}","Fantasy, Harem, Hentai, Magic, Supernatural","Pink Pineapple, NuTech Digital"
3011,2498,Slam Dunk: Shouhoku Saidai no Kiki! Moero Sakuragi Hanamichi,7.66,102,1209.0,3806,"{'Parent story': [{'mal_id': 170, 'type': 'anime', 'url': 'https://myanimelist.net/anime/170/Slam_Dunk', 'title': 'Slam Dunk'}]}","Comedy, Drama, School, Shounen, Slice of Life, Sports",
10605,2508,Genshiken 2,7.83,910,828.0,1297,"{'Adaptation': [{'mal_id': 348, 'type': 'manga', 'url': 'https://myanimelist.net/manga/348/Genshiken', 'title': 'Genshiken'}], 'Prequel': [{'mal_id': 1813, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1813/Genshiken_OVA', 'title': 'Genshiken OVA'}], 'Other': [{'mal_id': 7882, 'type': 'anime', 'url': 'https://myanimelist.net/anime/7882/Ramen_Tenshi_Pretty_Menma', 'title': 'Ramen Tenshi Pretty Menma'}], 'Sequel': [{'mal_id': 19159, 'type': 'anime', 'url': 'https://myanimelist.net/anime/19159/Genshiken_Nidaime_OVA', 'title': 'Genshiken Nidaime OVA'}]}","Comedy, Parody, Slice of Life","Genco, Lantis, Media Factory, Kids Station, Magic Capsule, Palm Studio, Showgate"
12428,2558,Wakakusa Monogatari: Nan to Jo-sensei,7.82,31,854.0,5608,"{'Prequel': [{'mal_id': 2548, 'type': 'anime', 'url': 'https://myanimelist.net/anime/2548/Ai_no_Wakakusa_Monogatari', 'title': 'Ai no Wakakusa Monogatari'}], 'Summary': [{'mal_id': 23741, 'type': 'anime', 'url': 'https://myanimelist.net/anime/23741/Wakakusa_Monogatari__Nan_to_Jo-sensei_Specials', 'title': 'Wakakusa Monogatari: Nan to Jo-sensei Specials'}]}","Drama, Historical, School, Slice of Life",
13320,2560,Terra e...,6.57,53,5350.0,4515,"{'Adaptation': [{'mal_id': 1207, 'type': 'manga', 'url': 'https://myanimelist.net/manga/1207/Terra_e', 'title': 'Terra e...'}], 'Alternative version': [{'mal_id': 2158, 'type': 'anime', 'url': 'https://myanimelist.net/anime/2158/Terra_e_TV', 'title': 'Terra e... (TV)'}]}","Action, Sci-Fi, Space, Drama, Shounen",
2235,2563,Aria The OVA: Arietta,8.09,211,443.0,2389,"{'Prequel': [{'mal_id': 962, 'type': 'anime', 'url': 'https://myanimelist.net/anime/962/Aria_The_Natural', 'title': 'Aria The Natural'}], 'Sequel': [{'mal_id': 3297, 'type': 'anime', 'url': 'https://myanimelist.net/anime/3297/Aria_The_Origination', 'title': 'Aria The Origination'}]}","Fantasy, Sci-Fi, Shounen, Slice of Life","TV Tokyo, Shochiku"
8544,2594,Piano no Mori,7.81,238,864.0,1908,"{'Adaptation': [{'mal_id': 2895, 'type': 'manga', 'url': 'https://myanimelist.net/manga/2895/Piano_no_Mori', 'title': 'Piano no Mori'}], 'Alternative version': [{'mal_id': 36652, 'type': 'anime', 'url': 'https://myanimelist.net/anime/36652/Piano_no_Mori_TV', 'title': 'Piano no Mori (TV)'}]}","Adventure, Music, Comedy, Drama, School, Seinen","Sony Music Entertainment, Cyclone Graphics inc"
12634,2606,Digimon Savers the Movie: Kyuukyoku Power! Burst Mode Hatsudou!!,6.67,100,4882.0,3786,"{'Parent story': [{'mal_id': 859, 'type': 'anime', 'url': 'https://myanimelist.net/anime/859/Digimon_Savers', 'title': 'Digimon Savers'}]}","Action, Adventure, Comedy, Fantasy, Shounen",
2907,2620,Spider Riders: Yomigaeru Taiyou,6.79,32,4374.0,6429,"{'Prequel': [{'mal_id': 2619, 'type': 'anime', 'url': 'https://myanimelist.net/anime/2619/Spider_Riders__Oracle_no_Yuusha-tachi', 'title': 'Spider Riders: Oracle no Yuusha-tachi'}]}","Action, Adventure, Mecha","Bee Train, TV Tokyo, Yomiko Advertising, Cookie Jar Entertainment"
10598,2724,Daicon Opening Animations,7.73,76,1032.0,3660,[],"Action, Sci-Fi, Adventure, Music, Mecha",
295,2762,Igano Kabamaru,8.07,55,465.0,4412,"{'Adaptation': [{'mal_id': 1747, 'type': 'manga', 'url': 'https://myanimelist.net/manga/1747/Igano_Kabamaru', 'title': 'Igano Kabamaru'}]}","Action, Adventure, Comedy, Romance, School, Shounen",Toho
6144,2868,Kazama Mana,6.35,37,,5293,"{'Adaptation': [{'mal_id': 73649, 'type': 'manga', 'url': 'https://myanimelist.net/manga/73649/Kazama_Mana', 'title': 'Kazama Mana'}], 'Other': [{'mal_id': 1387, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1387/Yakin_Byoutou', 'title': 'Yakin Byoutou'}]}",Hentai,Kitty Media
6496,2871,Bakunyuu Oyako,6.31,45,,4264,"{'Alternative setting': [{'mal_id': 2396, 'type': 'anime', 'url': 'https://myanimelist.net/anime/2396/Milk_Junkie__Shimai-hen', 'title': 'Milk Junkie: Shimai-hen'}, {'mal_id': 3478, 'type': 'anime', 'url': 'https://myanimelist.net/anime/3478/Mrs_Junkie', 'title': 'Mrs. Junkie'}, {'mal_id': 5464, 'type': 'anime', 'url': 'https://myanimelist.net/anime/5464/Cafe_Junkie', 'title': 'Cafe Junkie'}]}","Hentai, School","Digital Works, Y.O.U.C"
7403,2904,Code Geass: Hangyaku no Lelouch R2,8.95,8296,18.0,22,"{'Adaptation': [{'mal_id': 1528, 'type': 'manga', 'url': 'https://myanimelist.net/manga/1528/Code_Geass__Hangyaku_no_Lelouch', 'title': 'Code Geass: Hangyaku no Lelouch'}, {'mal_id': 107645, 'type': 'manga', 'url': 'https://myanimelist.net/manga/107645/Code_Geass__Hangyaku_no_Lelouch_R2', 'title': 'Code Geass: Hangyaku no Lelouch R2'}], 'Prequel': [{'mal_id': 1575, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1575/Code_Geass__Hangyaku_no_Lelouch', 'title': 'Code Geass: Hangyaku no Lelouch'}], 'Side story': [{'mal_id': 5163, 'type': 'anime', 'url': 'https://myanimelist.net/anime/5163/Code_Geass__Hangyaku_no_Lelouch_R2_Picture_Drama', 'title': 'Code Geass: Hangyaku no Lelouch R2 Picture Drama'}, {'mal_id': 8728, 'type': 'anime', 'url': 'https://myanimelist.net/anime/8728/Code_Geass__Hangyaku_no_Lelouch_-_Kiseki_no_Birthday_Picture_Drama', 'title': 'Code Geass: Hangyaku no Lelouch - Kiseki no Birthday Picture Drama'}, {'mal_id': 9591, 'type': 'anime', 'url': 'https://myanimelist.net/anime/9591/Code_Geass__Hangyaku_no_Lelouch_R2_Flash_Specials', 'title': 'Code Geass: Hangyaku no Lelouch R2 Flash Specials'}, {'mal_id': 33156, 'type': 'anime', 'url': 'https://myanimelist.net/anime/33156/Code_Geass__Hangyaku_no_Lelouch_R2_Picture_Drama_-_Last_Moratorium', 'title': 'Code Geass: Hangyaku no Lelouch R2 Picture Drama - Last Moratorium'}], 'Summary': [{'mal_id': 6768, 'type': 'anime', 'url': 'https://myanimelist.net/anime/6768/Code_Geass__Hangyaku_no_Lelouch_R2_Special_Edition_Zero_Requiem', 'title': 'Code Geass: Hangyaku no Lelouch R2 Special Edition Zero Requiem'}], 'Sequel': [{'mal_id': 34437, 'type': 'anime', 'url': 'https://myanimelist.net/anime/34437/Code_Geass__Fukkatsu_no_Lelouch', 'title': 'Code Geass: Fukkatsu no Lelouch'}], 'Alternative version': [{'mal_id': 34439, 'type': 'anime', 'url': 'https://myanimelist.net/anime/34439/Code_Geass__Hangyaku_no_Lelouch_II_-_Handou', 'title': 'Code Geass: Hangyaku no Lelouch II - Handou'}, {'mal_id': 34440, 'type': 'anime', 'url': 'https://myanimelist.net/anime/34440/Code_Geass__Hangyaku_no_Lelouch_III_-_Oudou', 'title': 'Code Geass: Hangyaku no Lelouch III - Oudou'}]}","Action, Military, Sci-Fi, Super Power, Drama, Mecha","Bandai Visual, Mainichi Broadcasting System, Bandai, Bandai Namco Entertainment, Hakuhodo DY Media Partners"
3115,2923,Shugo Chara!,7.56,1256,1476.0,583,"{'Adaptation': [{'mal_id': 101, 'type': 'manga', 'url': 'https://myanimelist.net/manga/101/Shugo_Chara', 'title': 'Shugo Chara!'}], 'Sequel': [{'mal_id': 5262, 'type': 'anime', 'url': 'https://myanimelist.net/anime/5262/Shugo_Chara_Doki', 'title': 'Shugo Chara!! Doki'}]}","Comedy, Magic, School, Shoujo","TV Tokyo, Sotsu, Pony Canyon"
11860,2946,Angel Core: Tenshi-tachi no Sumika,5.66,32,,5481,[],"Action, Mecha, Hentai, Military, Historical",Blue Eyes
3171,2951,Gintama: Nanigoto mo Saiyo ga Kanjin nano de Tasho Senobisuru Kurai ga Choudoyoi,8.13,496,398.0,1931,"{'Adaptation': [{'mal_id': 44, 'type': 'manga', 'url': 'https://myanimelist.net/manga/44/Gintama', 'title': 'Gintama'}], 'Parent story': [{'mal_id': 918, 'type': 'anime', 'url': 'https://myanimelist.net/anime/918/Gintama', 'title': 'Gintama'}], 'Other': [{'mal_id': 6945, 'type': 'anime', 'url': 'https://myanimelist.net/anime/6945/Gintama__Shiroyasha_Koutan', 'title': 'Gintama: Shiroyasha Koutan'}, {'mal_id': 25313, 'type': 'anime', 'url': 'https://myanimelist.net/anime/25313/Gintama__Futon_ni_Haitte_kara_Buki_Nokoshi_ni_Kizuite_Neru_ni_Nerenai_Toki_mo_Aru', 'title': 'Gintama&#039;: Futon ni Haitte kara Buki Nokoshi ni Kizuite Neru ni Nerenai Toki mo Aru'}]}","Action, Sci-Fi, Comedy, Historical, Parody, Samurai, Mecha, Shounen","Audio Highs, Miracle Robo"
13139,2986,Bamboo Blade,7.4,729,2006.0,1185,"{'Adaptation': [{'mal_id': 720, 'type': 'manga', 'url': 'https://myanimelist.net/manga/720/Bamboo_Blade', 'title': 'Bamboo Blade'}], 'Side story': [{'mal_id': 28813, 'type': 'anime', 'url': 'https://myanimelist.net/anime/28813/Bamboo_Blade__Fanfu-Fufe-Fo', 'title': 'Bamboo Blade: Fanfu-Fufe-Fo'}]}","Comedy, School, Seinen, Sports","Square Enix, d-rights, Studio Tulip, KlockWorx, flying DOG"
12843,2988,Mahou Shoujo Ai,6.66,37,,4607,"{'Adaptation': [{'mal_id': 65925, 'type': 'manga', 'url': 'https://myanimelist.net/manga/65925/Mahou_Shoujo_Ai', 'title': 'Mahou Shoujo Ai'}], 'Sequel': [{'mal_id': 5653, 'type': 'anime', 'url': 'https://myanimelist.net/anime/5653/Mahou_Shoujo_Ai_San__The_Anime', 'title': 'Mahou Shoujo Ai San: The Anime'}]}","Action, Hentai, Horror, Supernatural","Milky Animation Label, Shinkuukan, JapanAnime"
9566,3228,Zoku Sayonara Zetsubou Sensei,7.99,963,575.0,974,"{'Adaptation': [{'mal_id': 661, 'type': 'manga', 'url': 'https://myanimelist.net/manga/661/Sayonara_Zetsubou_Sensei', 'title': 'Sayonara Zetsubou Sensei'}], 'Prequel': [{'mal_id': 2605, 'type': 'anime', 'url': 'https://myanimelist.net/anime/2605/Sayonara_Zetsubou_Sensei', 'title': 'Sayonara Zetsubou Sensei'}], 'Sequel': [{'mal_id': 4872, 'type': 'anime', 'url': 'https://myanimelist.net/anime/4872/Goku_Sayonara_Zetsubou_Sensei', 'title': 'Goku Sayonara Zetsubou Sensei'}], 'Summary': [{'mal_id': 8317, 'type': 'anime', 'url': 'https://myanimelist.net/anime/8317/Sayonara_Zetsubou_Sensei_Jo__Zoku_Zetsubou_Shoujo_Senshuu', 'title': 'Sayonara Zetsubou Sensei Jo: Zoku Zetsubou Shoujo Senshuu'}]}","Comedy, Parody, School",Starchild Records
9504,3231,Gunslinger Girl: Il Teatrino,7.25,435,2614.0,1655,"{'Adaptation': [{'mal_id': 649, 'type': 'manga', 'url': 'https://myanimelist.net/manga/649/Gunslinger_Girl', 'title': 'Gunslinger Girl'}], 'Prequel': [{'mal_id': 134, 'type': 'anime', 'url': 'https://myanimelist.net/anime/134/Gunslinger_Girl', 'title': 'Gunslinger Girl'}], 'Sequel': [{'mal_id': 4765, 'type': 'anime', 'url': 'https://myanimelist.net/anime/4765/Gunslinger_Girl__Il_Teatrino_OVA', 'title': 'Gunslinger Girl: Il Teatrino OVA'}]}","Action, Drama, Military, Sci-Fi",Marvelous
10497,3268,Mai-Otome 0: S.ifr,7.47,165,1732.0,3413,"{'Sequel': [{'mal_id': 99, 'type': 'anime', 'url': 'https://myanimelist.net/anime/99/Mai-Otome', 'title': 'Mai-Otome'}]}",Sci-Fi,
8720,3324,Discode: Ijou Seiai,6.38,39,,4777,[],Hentai,"D3, Studio 9 MAiami"
3671,3417,Yawaraka Sangokushi Tsukisase!! Ryofuko-chan,6.48,34,5702.0,5358,"{'Adaptation': [{'mal_id': 15109, 'type': 'manga', 'url': 'https://myanimelist.net/manga/15109/Majikaru_Musou_Tenshi_Tsuki_Irase_Ryofuko-chan', 'title': 'Majikaru Musou Tenshi Tsuki Irase!! Ryofuko-chan'}]}","Comedy, Ecchi, Magic","Starchild Records, Chaos Project"
7222,3419,Sumomomo Momomo: Chijou Saikyou no Yome Specials,7.04,130,3430.0,3966,"{'Prequel': [{'mal_id': 1568, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1568/Sumomomo_Momomo__Chijou_Saikyou_no_Yome', 'title': 'Sumomomo Momomo: Chijou Saikyou no Yome'}]}","Comedy, Ecchi, Martial Arts, Romance",Square Enix
10802,3506,Connected,6.12,38,7020.0,5856,[],"Dementia, Music, Sci-Fi",
7337,3593,Utawarerumono OVA,7.28,181,2509.0,3001,"{'Parent story': [{'mal_id': 856, 'type': 'anime', 'url': 'https://myanimelist.net/anime/856/Utawarerumono', 'title': 'Utawarerumono'}], 'Side story': [{'mal_id': 6743, 'type': 'anime', 'url': 'https://myanimelist.net/anime/6743/Utawarerumono_OVA_Picture_Drama', 'title': 'Utawarerumono OVA Picture Drama'}]}","Action, Comedy, Fantasy",Frontier Works
12285,3656,Monochrome Factor,7.1,314,3213.0,1709,"{'Adaptation': [{'mal_id': 456, 'type': 'manga', 'url': 'https://myanimelist.net/manga/456/Monochrome_Factor', 'title': 'Monochrome Factor'}]}","Action, Shounen Ai, Supernatural","Sotsu, Genco"
4829,3686,Tokimeki Memorial: Only Love Specials,6.75,40,4556.0,5413,"{'Adaptation': [{'mal_id': 21613, 'type': 'manga', 'url': 'https://myanimelist.net/manga/21613/Tokimeki_Memorial__Only_Love', 'title': 'Tokimeki Memorial: Only Love'}], 'Parent story': [{'mal_id': 1555, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1555/Tokimeki_Memorial__Only_Love', 'title': 'Tokimeki Memorial: Only Love'}]}","Comedy, School",
8116,3712,Zero no Tsukaima: Princesses no Rondo,7.56,3362,1482.0,250,"{'Adaptation': [{'mal_id': 1154, 'type': 'manga', 'url': 'https://myanimelist.net/manga/1154/Zero_no_Tsukaima', 'title': 'Zero no Tsukaima'}], 'Prequel': [{'mal_id': 1840, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1840/Zero_no_Tsukaima__Futatsuki_no_Kishi', 'title': 'Zero no Tsukaima: Futatsuki no Kishi'}], 'Side story': [{'mal_id': 5764, 'type': 'anime', 'url': 'https://myanimelist.net/anime/5764/Zero_no_Tsukaima__Princesses_no_Rondo_-_Yuuwaku_no_Sunahama', 'title': 'Zero no Tsukaima: Princesses no Rondo - Yuuwaku no Sunahama'}], 'Spin-off': [{'mal_id': 6489, 'type': 'anime', 'url': 'https://myanimelist.net/anime/6489/Zero_no_Tsukaima__Princesses_no_Rondo_Picture_Drama', 'title': 'Zero no Tsukaima: Princesses no Rondo Picture Drama'}], 'Sequel': [{'mal_id': 11319, 'type': 'anime', 'url': 'https://myanimelist.net/anime/11319/Zero_no_Tsukaima_F', 'title': 'Zero no Tsukaima F'}]}","Action, Adventure, Harem, Comedy, Magic, Romance, Ecchi, Fantasy, School",
26,3731,Itazura na Kiss,7.7,1862,1108.0,473,"{'Adaptation': [{'mal_id': 3523, 'type': 'manga', 'url': 'https://myanimelist.net/manga/3523/Itazura_na_Kiss', 'title': 'Itazura na Kiss'}]}","Comedy, Romance, Shoujo","Bandai Visual, Trinity Sound"
12426,3759,School Days: Valentine Days,6.08,603,7158.0,1847,"{'Parent story': [{'mal_id': 2476, 'type': 'anime', 'url': 'https://myanimelist.net/anime/2476/School_Days', 'title': 'School Days'}]}","Comedy, Romance, School","Marvelous, Lantis, Pony Canyon Enterprise"
12785,3886,Super Mario Brothers: Peach-hime Kyuushutsu Daisakusen!,5.73,30,7935.0,6204,"{'Alternative setting': [{'mal_id': 4389, 'type': 'anime', 'url': 'https://myanimelist.net/anime/4389/Amada_Anime_Series__Super_Mario_Brothers', 'title': 'Amada Anime Series: Super Mario Brothers'}], 'Character': [{'mal_id': 28717, 'type': 'anime', 'url': 'https://myanimelist.net/anime/28717/Luigis_Toy_Adventure', 'title': 'Luigi&#039;s Toy Adventure'}]}","Adventure, Comedy, Shounen","VAP, Grouper Productions, Nintendo"
7160,3931,Initial D Battle Stage 2,7.73,151,1040.0,3108,"{'Full story': [{'mal_id': 18, 'type': 'anime', 'url': 'https://myanimelist.net/anime/18/Initial_D_Fourth_Stage', 'title': 'Initial D Fourth Stage'}], 'Prequel': [{'mal_id': 821, 'type': 'anime', 'url': 'https://myanimelist.net/anime/821/Initial_D_Battle_Stage', 'title': 'Initial D Battle Stage'}]}","Action, Cars, Sports, Drama, Seinen",OB Planning
9470,3992,Himekishi Lilia,6.95,34,,4262,[],"Hentai, Horror, Demons, Supernatural, Magic, Fantasy","Pixy, Anime Antenna Iinkai"
2494,4469,.hack//G.U. Trilogy: Parody Mode,6.58,84,5270.0,3893,"{'Parent story': [{'mal_id': 3269, 'type': 'anime', 'url': 'https://myanimelist.net/anime/3269/hack__GU_Trilogy', 'title': '.hack//G.U. Trilogy'}]}","Fantasy, Game, Comedy, Sci-Fi, Parody",Bandai Visual
6114,4672,Ghost in the Shell 2.0,8.08,701,453.0,1257,"{'Alternative version': [{'mal_id': 43, 'type': 'anime', 'url': 'https://myanimelist.net/anime/43/Ghost_in_the_Shell', 'title': 'Ghost in the Shell'}]}","Action, Sci-Fi, Police, Psychological, Mecha, Seinen",
6452,4713,Heart no Kuni no Alice: Wonderful Wonder World,6.22,177,6689.0,2441,"{'Adaptation': [{'mal_id': 11516, 'type': 'manga', 'url': 'https://myanimelist.net/manga/11516/Heart_no_Kuni_no_Alice__Wonderful_Wonder_World', 'title': 'Heart no Kuni no Alice: Wonderful Wonder World'}]}","Fantasy, Harem, Romance, Shoujo",
12971,4718,AIKa: Special Trial,5.74,51,7913.0,4924,"{'Side story': [{'mal_id': 366, 'type': 'anime', 'url': 'https://myanimelist.net/anime/366/AIKa', 'title': 'AIKa'}]}",Ecchi,Studio Fantasia
11343,4744,Akaneiro ni Somaru Saka,6.62,1502,5096.0,789,"{'Adaptation': [{'mal_id': 8897, 'type': 'manga', 'url': 'https://myanimelist.net/manga/8897/Akaneiro_ni_Somaru_Saka', 'title': 'Akaneiro ni Somaru Saka'}], 'Side story': [{'mal_id': 5772, 'type': 'anime', 'url': 'https://myanimelist.net/anime/5772/Akaneiro_ni_Somaru_Saka__Hardcore', 'title': 'Akaneiro ni Somaru Saka: Hardcore'}]}","Harem, Comedy, Romance, Ecchi, School","Marvelous, feng, Delfi Sound, Pony Canyon Enterprise"
10481,4760,Kanokon Specials,6.54,314,5454.0,2501,"{'Parent story': [{'mal_id': 3503, 'type': 'anime', 'url': 'https://myanimelist.net/anime/3503/Kanokon', 'title': 'Kanokon'}]}",Ecchi,
12502,4786,Kodomo no Jikan Recap,7.02,111,3500.0,3761,"{'Adaptation': [{'mal_id': 582, 'type': 'manga', 'url': 'https://myanimelist.net/manga/582/Kodomo_no_Jikan', 'title': 'Kodomo no Jikan'}], 'Full story': [{'mal_id': 2403, 'type': 'anime', 'url': 'https://myanimelist.net/anime/2403/Kodomo_no_Jikan_TV', 'title': 'Kodomo no Jikan (TV)'}]}","Comedy, Ecchi, School",
186,4851,Lupin III: Seven Days Rhapsody,7.13,34,3083.0,5892,"{'Parent story': [{'mal_id': 1412, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1412/Lupin_III', 'title': 'Lupin III'}]}","Action, Adventure, Comedy, Seinen",VAP
9816,4884,Tales of the Abyss,7.42,830,1953.0,941,"{'Adaptation': [{'mal_id': 1756, 'type': 'manga', 'url': 'https://myanimelist.net/manga/1756/Tales_of_the_Abyss', 'title': 'Tales of the Abyss'}], 'Side story': [{'mal_id': 8754, 'type': 'anime', 'url': 'https://myanimelist.net/anime/8754/Tales_of_the_Abyss_Special_Fan_Disc', 'title': 'Tales of the Abyss Special Fan Disc'}], 'Character': [{'mal_id': 12699, 'type': 'anime', 'url': 'https://myanimelist.net/anime/12699/Tales_of_Gekijou', 'title': 'Tales of Gekijou'}]}","Adventure, Drama, Fantasy","Bandai Visual, Animax, Bandai Namco Games, Atelier Musa"
13214,4903,Kyou no 5 no 2 (TV),7.27,288,2527.0,2278,"{'Adaptation': [{'mal_id': 1722, 'type': 'manga', 'url': 'https://myanimelist.net/manga/1722/Kyou_no_5_no_2', 'title': 'Kyou no 5 no 2'}], 'Alternative version': [{'mal_id': 837, 'type': 'anime', 'url': 'https://myanimelist.net/anime/837/Kyou_no_5_no_2', 'title': 'Kyou no 5 no 2'}], 'Sequel': [{'mal_id': 6379, 'type': 'anime', 'url': 'https://myanimelist.net/anime/6379/Kyou_no_5_no_2_TV__Takarabako', 'title': 'Kyou no 5 no 2 (TV): Takarabako'}]}","Comedy, Ecchi, School, Seinen","Starchild Records, TV Tokyo Music"
13592,4997,Mahoromatic 2 End Year Special,7.11,78,3172.0,4998,"{'Full story': [{'mal_id': 277, 'type': 'anime', 'url': 'https://myanimelist.net/anime/277/Mahoromatic_2', 'title': 'Mahoromatic 2'}]}","Ecchi, Romance, Comedy, Military, Sci-Fi",
3888,5065,Detroit Metal City: Birth of the Metal Devil,7.39,263,2062.0,2782,"{'Full story': [{'mal_id': 3702, 'type': 'anime', 'url': 'https://myanimelist.net/anime/3702/Detroit_Metal_City', 'title': 'Detroit Metal City'}]}","Parody, Comedy, Romance, Music",
6645,5084,Mai Mai Shinko to Sennen no Mahou,7.32,58,2346.0,3938,[],"Adventure, Drama","Avex Entertainment, Shochiku"
5464,5112,Akikan!,6.33,1106,6258.0,971,"{'Adaptation': [{'mal_id': 11913, 'type': 'manga', 'url': 'https://myanimelist.net/manga/11913/Akikan', 'title': 'Akikan!'}], 'Side story': [{'mal_id': 6287, 'type': 'anime', 'url': 'https://myanimelist.net/anime/6287/Akikan__Kan_Ippatsu_Onsen_Panic', 'title': 'Akikan!: Kan Ippatsu!? Onsen Panic'}]}","Comedy, Ecchi, Fantasy, Romance",Half H.P Studio
3025,5118,Suzumiya Haruhi-chan no Yuuutsu,7.58,993,1414.0,1051,"{'Adaptation': [{'mal_id': 10809, 'type': 'manga', 'url': 'https://myanimelist.net/manga/10809/Suzumiya_Haruhi-chan_no_Yuuutsu', 'title': 'Suzumiya Haruhi-chan no Yuuutsu'}], 'Spin-off': [{'mal_id': 849, 'type': 'anime', 'url': 'https://myanimelist.net/anime/849/Suzumiya_Haruhi_no_Yuuutsu', 'title': 'Suzumiya Haruhi no Yuuutsu'}]}","Comedy, Parody",Kadokawa Shoten
8758,5155,Genji Monogatari Sennenki,7.01,51,3530.0,3696,"{'Alternative version': [{'mal_id': 3488, 'type': 'anime', 'url': 'https://myanimelist.net/anime/3488/Genji_Monogatari', 'title': 'Genji Monogatari'}]}","Drama, Historical, Romance","Dentsu, Fuji TV, Asmik Ace Entertainment, Sony Music Entertainment"
