,anime_id,title,score,score_count,rank,popularity,background,related,genre
3404,2926,Myself; Yourself,7.34,4472,2282.0,615,,"{'Adaptation': [{'mal_id': 16194, 'type': 'manga', 'url': 'https://myanimelist.net/manga/16194/Myself___Yourself_Sorezore_no_Overture', 'title': 'Myself ; Yourself Sorezore no Overture'}], 'Other': [{'mal_id': 17585, 'type': 'anime', 'url': 'https://myanimelist.net/anime/17585/Myself___Yourself_Specials', 'title': 'Myself ; Yourself Specials'}]}","Drama, Romance, School"
3171,2951,Gintama: Nanigoto mo Saiyo ga Kanjin nano de Tasho Senobisuru Kurai ga Choudoyoi,8.13,1299,398.0,1931,,"{'Adaptation': [{'mal_id': 44, 'type': 'manga', 'url': 'https://myanimelist.net/manga/44/Gintama', 'title': 'Gintama'}], 'Parent story': [{'mal_id': 918, 'type': 'anime', 'url': 'https://myanimelist.net/anime/918/Gintama', 'title': 'Gintama'}], 'Other': [{'mal_id': 6945, 'type': 'anime', 'url': 'https://myanimelist.net/anime/6945/Gintama__Shiroyasha_Koutan', 'title': 'Gintama: Shiroyasha Koutan'}, {'mal_id': 25313, 'type': 'anime', 'url': 'https://myanimelist.net/anime/25313/Gintama__Futon_ni_Haitte_kara_Buki_Nokoshi_ni_Kizuite_Neru_ni_Nerenai_Toki_mo_Aru', 'title': 'Gintama&#039;: Futon ni Haitte kara Buki Nokoshi ni Kizuite Neru ni Nerenai Toki mo Aru'}]}","Action, Sci-Fi, Comedy, Historical, Parody, Samurai, Mecha, Shounen"
11562,2962,Digimon Adventure 02 Movies,7.21,1113,2769.0,2044,,"{'Parent story': [{'mal_id': 1313, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1313/Digimon_Adventure_02', 'title': 'Digimon Adventure 02'}]}","Adventure, Fantasy, Kids, Sci-Fi"
7853,2978,Shin Getter Robo,7.43,120,1906.0,4602,,"{'Alternative version': [{'mal_id': 3579, 'type': 'anime', 'url': 'https://myanimelist.net/anime/3579/Getter_Robo', 'title': 'Getter Robo'}]}","Action, Adventure, Mecha, Sci-Fi, Demons, Horror, Shounen"
13139,2986,Bamboo Blade,7.4,2112,2006.0,1185,,"{'Adaptation': [{'mal_id': 720, 'type': 'manga', 'url': 'https://myanimelist.net/manga/720/Bamboo_Blade', 'title': 'Bamboo Blade'}], 'Side story': [{'mal_id': 28813, 'type': 'anime', 'url': 'https://myanimelist.net/anime/28813/Bamboo_Blade__Fanfu-Fufe-Fo', 'title': 'Bamboo Blade: Fanfu-Fufe-Fo'}]}","Comedy, School, Seinen, Sports"
12304,2994,Death Note: Rewrite,7.81,3006,856.0,784,,"{'Adaptation': [{'mal_id': 21, 'type': 'manga', 'url': 'https://myanimelist.net/manga/21/Death_Note', 'title': 'Death Note'}], 'Full story': [{'mal_id': 1535, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1535/Death_Note', 'title': 'Death Note'}]}","Mystery, Police, Psychological, Supernatural, Thriller"
1758,2999,Hi no Tori: Yamato-hen,6.95,31,3736.0,7664,,"{'Adaptation': [{'mal_id': 1325, 'type': 'manga', 'url': 'https://myanimelist.net/manga/1325/Hi_no_Tori_1967', 'title': 'Hi no Tori (1967)'}], 'Alternative version': [{'mal_id': 1371, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1371/Hi_no_Tori', 'title': 'Hi no Tori'}], 'Prequel': [{'mal_id': 2997, 'type': 'anime', 'url': 'https://myanimelist.net/anime/2997/Hi_no_Tori__Houou-hen', 'title': 'Hi no Tori: Houou-hen'}], 'Sequel': [{'mal_id': 2998, 'type': 'anime', 'url': 'https://myanimelist.net/anime/2998/Hi_no_Tori__Uchuu-hen', 'title': 'Hi no Tori: Uchuu-hen'}]}","Drama, Historical"
13087,3034,Kurai Mirai,5.92,52,,6481,,"{'Adaptation': [{'mal_id': 73657, 'type': 'manga', 'url': 'https://myanimelist.net/manga/73657/Kurai_Mirai__if', 'title': 'Kurai Mirai: if'}]}",Hentai
13252,3080,Anime Tenchou,6.08,239,7128.0,4227,,"{'Adaptation': [{'mal_id': 4483, 'type': 'manga', 'url': 'https://myanimelist.net/manga/4483/Anime_Tenchou', 'title': 'Anime Tenchou'}], 'Character': [{'mal_id': 1887, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1887/Lucky☆Star', 'title': 'Lucky☆Star'}, {'mal_id': 9875, 'type': 'anime', 'url': 'https://myanimelist.net/anime/9875/Anime_Tenchou_x_Touhou_Project', 'title': 'Anime Tenchou x Touhou Project'}], 'Other': [{'mal_id': 9861, 'type': 'anime', 'url': 'https://myanimelist.net/anime/9861/Anime_Tenchou_Movie', 'title': 'Anime Tenchou Movie'}]}","Action, Parody"
2200,3087,Cencoroll,7.3,1939,2413.0,1248,,"{'Adaptation': [{'mal_id': 16759, 'type': 'manga', 'url': 'https://myanimelist.net/manga/16759/Amon_Game', 'title': 'Amon Game'}], 'Sequel': [{'mal_id': 9488, 'type': 'anime', 'url': 'https://myanimelist.net/anime/9488/Cencoroll_2', 'title': 'Cencoroll 2'}]}","Action, Sci-Fi"
9112,3110,Kaze no Naka no Shoujo: Kinpatsu no Jeanie,7.12,33,3123.0,7000,,"{'Alternative version': [{'mal_id': 6012, 'type': 'anime', 'url': 'https://myanimelist.net/anime/6012/Kinpatsu_no_Jeanie', 'title': 'Kinpatsu no Jeanie'}]}","Drama, Historical"
7629,3135,Dragon&#039;s Heaven,6.1,32,7079.0,6011,,[],"Action, Adventure, Fantasy, Mecha, Sci-Fi"
5365,3157,Guardian Hearts-Power UP!,6.01,94,7328.0,6162,,"{'Adaptation': [{'mal_id': 9848, 'type': 'manga', 'url': 'https://myanimelist.net/manga/9848/Guardian_Hearts', 'title': 'Guardian Hearts'}], 'Prequel': [{'mal_id': 824, 'type': 'anime', 'url': 'https://myanimelist.net/anime/824/Guardian_Hearts', 'title': 'Guardian Hearts'}]}","Action, Comedy, Ecchi, Fantasy, Harem, Magic, Romance"
185,3254,Luv Wave,6.09,37,,7245,,[],"Action, Drama, Hentai, Horror, Mystery, Police, Romance, Sci-Fi"
2743,3256,Soukou Kihei Votoms: Pailsen Files,7.4,79,2050.0,5705,,"{'Sequel': [{'mal_id': 2582, 'type': 'anime', 'url': 'https://myanimelist.net/anime/2582/Soukou_Kihei_Votoms', 'title': 'Soukou Kihei Votoms'}], 'Prequel': [{'mal_id': 2585, 'type': 'anime', 'url': 'https://myanimelist.net/anime/2585/Soukou_Kihei_Votoms__Red_Shoulder_Document_-_Yabou_no_Roots', 'title': 'Soukou Kihei Votoms: Red Shoulder Document - Yabou no Roots'}], 'Summary': [{'mal_id': 7536, 'type': 'anime', 'url': 'https://myanimelist.net/anime/7536/Soukou_Kihei_Votoms__Pailsen_Files_the_Movie', 'title': 'Soukou Kihei Votoms: Pailsen Files the Movie'}]}","Mecha, Military, Sci-Fi, Space"
2309,3258,Lily C.A.T.,6.06,68,7203.0,5991,,[],"Space, Horror, Sci-Fi"
771,3367,Furusato Japan,6.91,40,3875.0,7155,,[],Historical
6358,3411,Haitoku no Shoujo,5.85,47,,6753,,[],"Hentai, Psychological"
4771,3427,Oni-Tensei,6.33,38,,7158,,[],"Hentai, Horror, Supernatural"
9569,3447,Ghost in the Shell: Stand Alone Complex - Solid State Society - Uchikoma no Hibi,7.09,265,3230.0,3662,,"{'Parent story': [{'mal_id': 1566, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1566/Ghost_in_the_Shell__Stand_Alone_Complex_-_Solid_State_Society', 'title': 'Ghost in the Shell: Stand Alone Complex - Solid State Society'}]}","Comedy, Mecha, Sci-Fi"
848,3457,Vampire Knight,7.3,11933,2447.0,154,"Vampire Knight was released by Manga Entertainment in the UK and by Madman Entertainment in Australia. Vampire Knight is available for streaming on Hulu and Netflix. Additionally, the anime has been adapted into drama CDs, live-action musicals, dating simulators and art books. ","{'Adaptation': [{'mal_id': 618, 'type': 'manga', 'url': 'https://myanimelist.net/manga/618/Vampire_Knight', 'title': 'Vampire Knight'}], 'Sequel': [{'mal_id': 4752, 'type': 'anime', 'url': 'https://myanimelist.net/anime/4752/Vampire_Knight__Guilty', 'title': 'Vampire Knight: Guilty'}], 'Side story': [{'mal_id': 8422, 'type': 'anime', 'url': 'https://myanimelist.net/anime/8422/Vampire_Knight__Gekiai_no_Portrait', 'title': 'Vampire Knight: Gekiai no Portrait'}]}","Drama, Mystery, Romance, Shoujo, Supernatural, Vampire"
3532,3466,Kino no Tabi: The Beautiful World - Tou no Kuni,7.67,657,1170.0,2320,,"{'Adaptation': [{'mal_id': 399, 'type': 'manga', 'url': 'https://myanimelist.net/manga/399/Kino_no_Tabi__The_Beautiful_World', 'title': 'Kino no Tabi: The Beautiful World'}], 'Parent story': [{'mal_id': 486, 'type': 'anime', 'url': 'https://myanimelist.net/anime/486/Kino_no_Tabi__The_Beautiful_World', 'title': 'Kino no Tabi: The Beautiful World'}]}","Adventure, Fantasy, Psychological"
7152,3615,Neo Angelique Abyss,6.97,685,3688.0,2219,,"{'Adaptation': [{'mal_id': 4343, 'type': 'manga', 'url': 'https://myanimelist.net/manga/4343/Neo_Angelique', 'title': 'Neo Angelique'}], 'Spin-off': [{'mal_id': 2534, 'type': 'anime', 'url': 'https://myanimelist.net/anime/2534/Angelique', 'title': 'Angelique'}], 'Sequel': [{'mal_id': 4662, 'type': 'anime', 'url': 'https://myanimelist.net/anime/4662/Neo_Angelique_Abyss__Second_Age', 'title': 'Neo Angelique Abyss: Second Age'}]}","Comedy, Fantasy, Harem, Romance, Shoujo"
1390,3665,Ginga Eiyuu Densetsu Gaiden (1999),8.07,144,461.0,3620,,"{'Adaptation': [{'mal_id': 102775, 'type': 'manga', 'url': 'https://myanimelist.net/manga/102775/Ginga_Eiyuu_Densetsu_Gaiden', 'title': 'Ginga Eiyuu Densetsu Gaiden'}], 'Parent story': [{'mal_id': 820, 'type': 'anime', 'url': 'https://myanimelist.net/anime/820/Ginga_Eiyuu_Densetsu', 'title': 'Ginga Eiyuu Densetsu'}], 'Prequel': [{'mal_id': 3371, 'type': 'anime', 'url': 'https://myanimelist.net/anime/3371/Ginga_Eiyuu_Densetsu_Gaiden', 'title': 'Ginga Eiyuu Densetsu Gaiden'}]}","Military, Sci-Fi, Space, Drama"
9262,3681,Tokyo Requiem,5.85,37,,7105,,[],"Demons, Hentai, Supernatural"
4945,3710,Hakaba Kitarou,6.99,123,3596.0,4058,,"{'Adaptation': [{'mal_id': 22355, 'type': 'manga', 'url': 'https://myanimelist.net/manga/22355/Hakaba_Kitaro', 'title': 'Hakaba Kitaro'}], 'Spin-off': [{'mal_id': 2165, 'type': 'anime', 'url': 'https://myanimelist.net/anime/2165/Gegege_no_Kitarou_2007', 'title': 'Gegege no Kitarou (2007)'}, {'mal_id': 5688, 'type': 'anime', 'url': 'https://myanimelist.net/anime/5688/Gegege_no_Kitarou_1968', 'title': 'Gegege no Kitarou (1968)'}, {'mal_id': 6971, 'type': 'anime', 'url': 'https://myanimelist.net/anime/6971/Gegege_no_Kitarou_1971', 'title': 'Gegege no Kitarou (1971)'}, {'mal_id': 7307, 'type': 'anime', 'url': 'https://myanimelist.net/anime/7307/Gegege_no_Kitarou_1985', 'title': 'Gegege no Kitarou (1985)'}, {'mal_id': 7619, 'type': 'anime', 'url': 'https://myanimelist.net/anime/7619/Gegege_no_Kitarou_1996', 'title': 'Gegege no Kitarou (1996)'}], 'Other': [{'mal_id': 10584, 'type': 'anime', 'url': 'https://myanimelist.net/anime/10584/Mononoke_Dance', 'title': 'Mononoke Dance'}], 'Character': [{'mal_id': 28087, 'type': 'anime', 'url': 'https://myanimelist.net/anime/28087/Ehon_Yose', 'title': 'Ehon Yose'}]}","Horror, Supernatural"
3377,3711,After... The Animation,5.83,101,,4732,,"{'Adaptation': [{'mal_id': 76581, 'type': 'manga', 'url': 'https://myanimelist.net/manga/76581/After', 'title': 'After...'}]}","Hentai, School"
5546,3782,Kara no Kyoukai 2: Satsujin Kousatsu (Zen),7.95,4939,616.0,587,Includes claymation short which was shown before the movie in theaters.,"{'Adaptation': [{'mal_id': 2062, 'type': 'manga', 'url': 'https://myanimelist.net/manga/2062/Kara_no_Kyoukai__The_Garden_of_Sinners', 'title': 'Kara no Kyoukai: The Garden of Sinners'}], 'Prequel': [{'mal_id': 2593, 'type': 'anime', 'url': 'https://myanimelist.net/anime/2593/Kara_no_Kyoukai_1__Fukan_Fuukei', 'title': 'Kara no Kyoukai 1: Fukan Fuukei'}], 'Sequel': [{'mal_id': 3783, 'type': 'anime', 'url': 'https://myanimelist.net/anime/3783/Kara_no_Kyoukai_3__Tsuukaku_Zanryuu', 'title': 'Kara no Kyoukai 3: Tsuukaku Zanryuu'}], 'Summary': [{'mal_id': 6624, 'type': 'anime', 'url': 'https://myanimelist.net/anime/6624/Kara_no_Kyoukai_Remix__Gate_of_Seventh_Heaven', 'title': 'Kara no Kyoukai Remix: Gate of Seventh Heaven'}], 'Other': [{'mal_id': 23697, 'type': 'anime', 'url': 'https://myanimelist.net/anime/23697/Kara_no_Kyoukai__Manner_Movies', 'title': 'Kara no Kyoukai: Manner Movies'}]}","Action, Mystery, Supernatural, Romance, Thriller"
12633,3833,Issunboushi (OVA),6.14,32,,7509,,[],Hentai
4051,3849,The SoulTaker: Tamashii-gari - Komugi Daisakusen,5.97,32,7425.0,7589,,"{'Parent story': [{'mal_id': 1048, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1048/The_SoulTaker__Tamashii-gari', 'title': 'The SoulTaker: Tamashii-gari'}]}",Comedy
10213,3874,Ashita e Free Kick,6.65,31,4953.0,7838,,[],Sports
12785,3886,Super Mario Brothers: Peach-hime Kyuushutsu Daisakusen!,5.73,81,7935.0,6204,,"{'Alternative setting': [{'mal_id': 4389, 'type': 'anime', 'url': 'https://myanimelist.net/anime/4389/Amada_Anime_Series__Super_Mario_Brothers', 'title': 'Amada Anime Series: Super Mario Brothers'}], 'Character': [{'mal_id': 28717, 'type': 'anime', 'url': 'https://myanimelist.net/anime/28717/Luigis_Toy_Adventure', 'title': 'Luigi&#039;s Toy Adventure'}]}","Adventure, Comedy, Shounen"
7850,3898,Mazinger Z tai Devilman,6.19,41,6793.0,6688,,"{'Parent story': [{'mal_id': 2252, 'type': 'anime', 'url': 'https://myanimelist.net/anime/2252/Devilman', 'title': 'Devilman'}, {'mal_id': 2253, 'type': 'anime', 'url': 'https://myanimelist.net/anime/2253/Mazinger_Z', 'title': 'Mazinger Z'}], 'Other': [{'mal_id': 31050, 'type': 'anime', 'url': 'https://myanimelist.net/anime/31050/Cyborg_009_VS_Devilman', 'title': 'Cyborg 009 VS Devilman'}]}","Adventure, Demons, Mecha, Sci-Fi, Shounen"
7160,3931,Initial D Battle Stage 2,7.73,376,1040.0,3108,,"{'Full story': [{'mal_id': 18, 'type': 'anime', 'url': 'https://myanimelist.net/anime/18/Initial_D_Fourth_Stage', 'title': 'Initial D Fourth Stage'}], 'Prequel': [{'mal_id': 821, 'type': 'anime', 'url': 'https://myanimelist.net/anime/821/Initial_D_Battle_Stage', 'title': 'Initial D Battle Stage'}]}","Action, Cars, Sports, Drama, Seinen"
10914,3952,Blue Seed 1.5,6.67,33,4875.0,7361,,"{'Alternative version': [{'mal_id': 998, 'type': 'anime', 'url': 'https://myanimelist.net/anime/998/Blue_Seed', 'title': 'Blue Seed'}], 'Side story': [{'mal_id': 3620, 'type': 'anime', 'url': 'https://myanimelist.net/anime/3620/Blue_Seed_Omake', 'title': 'Blue Seed Omake'}]}","Comedy, Romance, Sci-Fi"
4670,4010,Arai Men to YuYu The Animation,6.86,189,,3908,,"{'Adaptation': [{'mal_id': 23061, 'type': 'manga', 'url': 'https://myanimelist.net/manga/23061/Alignment_You_You', 'title': 'Alignment You! You!'}]}","Hentai, Demons, Supernatural, School"
13543,4039,Golgo 13 (TV),7.58,232,1400.0,2401,,"{'Adaptation': [{'mal_id': 1298, 'type': 'manga', 'url': 'https://myanimelist.net/manga/1298/Golgo_13', 'title': 'Golgo 13'}], 'Prequel': [{'mal_id': 1760, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1760/Golgo_13', 'title': 'Golgo 13'}, {'mal_id': 1761, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1761/Golgo_13__Queen_Bee', 'title': 'Golgo 13: Queen Bee'}]}","Action, Adventure, Drama, Thriller, Seinen"
4035,4342,Harukoi Otome,6.73,99,,5040,,[],"Harem, Hentai"
12609,4353,Gakuen Heaven: Hamu Hamu Heaven,6.86,207,4067.0,4630,,"{'Parent story': [{'mal_id': 850, 'type': 'anime', 'url': 'https://myanimelist.net/anime/850/Gakuen_Heaven', 'title': 'Gakuen Heaven'}]}","Comedy, Drama, Romance, School, Shounen Ai"
8,4477,Nodame Cantabile: Paris-hen,8.24,3062,281.0,988,,"{'Adaptation': [{'mal_id': 419, 'type': 'manga', 'url': 'https://myanimelist.net/manga/419/Nodame_Cantabile', 'title': 'Nodame Cantabile'}], 'Prequel': [{'mal_id': 1698, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1698/Nodame_Cantabile', 'title': 'Nodame Cantabile'}], 'Other': [{'mal_id': 5656, 'type': 'anime', 'url': 'https://myanimelist.net/anime/5656/PuriGorota__Uchuu_no_Yuujou_Daibouken', 'title': 'PuriGorota: Uchuu no Yuujou Daibouken'}], 'Side story': [{'mal_id': 6187, 'type': 'anime', 'url': 'https://myanimelist.net/anime/6187/Nodame_Cantabile_OVA', 'title': 'Nodame Cantabile OVA'}], 'Sequel': [{'mal_id': 8038, 'type': 'anime', 'url': 'https://myanimelist.net/anime/8038/Nodame_Cantabile_Finale_Special', 'title': 'Nodame Cantabile Finale Special'}]}","Music, Slice of Life, Comedy, Romance, Josei"
8589,4540,Gundam: Mission to the Rise,5.77,86,7863.0,5759,,"{'Parent story': [{'mal_id': 80, 'type': 'anime', 'url': 'https://myanimelist.net/anime/80/Mobile_Suit_Gundam', 'title': 'Mobile Suit Gundam'}], 'Other': [{'mal_id': 19977, 'type': 'anime', 'url': 'https://myanimelist.net/anime/19977/The_Impression_of_First_Gundam', 'title': 'The Impression of First Gundam'}]}","Action, Mecha, Sci-Fi"
157,4590,Soukan Yuugi,6.81,129,,4672,,"{'Sequel': [{'mal_id': 6891, 'type': 'anime', 'url': 'https://myanimelist.net/anime/6891/Soukan_Yuugi_2', 'title': 'Soukan Yuugi 2'}]}",Hentai
4868,4646,Cobra The Animation: The Psycho-Gun,7.05,95,3359.0,5692,,"{'Adaptation': [{'mal_id': 1062, 'type': 'manga', 'url': 'https://myanimelist.net/manga/1062/Cobra', 'title': 'Cobra'}, {'mal_id': 25683, 'type': 'manga', 'url': 'https://myanimelist.net/manga/25683/Cobra__The_Psychogun', 'title': 'Cobra: The Psychogun'}], 'Prequel': [{'mal_id': 2451, 'type': 'anime', 'url': 'https://myanimelist.net/anime/2451/Space_Cobra', 'title': 'Space Cobra'}], 'Sequel': [{'mal_id': 5031, 'type': 'anime', 'url': 'https://myanimelist.net/anime/5031/Cobra_The_Animation__Time_Drive', 'title': 'Cobra The Animation: Time Drive'}]}","Action, Adventure, Mecha, Sci-Fi, Space"
3013,4701,Yama Hime no Mi,6.22,34,,6064,,"{'Adaptation': [{'mal_id': 44047, 'type': 'manga', 'url': 'https://myanimelist.net/manga/44047/Yama_Hime_no_Mi', 'title': 'Yama Hime no Mi'}, {'mal_id': 44051, 'type': 'manga', 'url': 'https://myanimelist.net/manga/44051/Yama_Hime_no_Mi__Masae', 'title': 'Yama Hime no Mi: Masae'}]}",Hentai
22,4722,Skip Beat!,8.24,4893,282.0,488,"Crunchyroll officially streamed the anime with English subtitles.Aside from the manga and anime there are a series of novels written by Ayuna Fujisaki. There is also a Taiwanese drama named ""Hua Li De Tiao Zhan"" (Extravagant Challenge) inspired by the series, and a total of three drama CDs that cover different parts of the story. ","{'Adaptation': [{'mal_id': 610, 'type': 'manga', 'url': 'https://myanimelist.net/manga/610/Skip_Beat', 'title': 'Skip Beat!'}]}","Comedy, Drama, Romance, Shoujo"
11758,4789,ef: A Tale of Melodies.,8.12,3116,407.0,697,,"{'Adaptation': [{'mal_id': 3203, 'type': 'manga', 'url': 'https://myanimelist.net/manga/3203/ef__A_Fairy_Tale_of_the_Two', 'title': 'ef: A Fairy Tale of the Two.'}], 'Prequel': [{'mal_id': 2924, 'type': 'anime', 'url': 'https://myanimelist.net/anime/2924/ef__A_Tale_of_Memories', 'title': 'ef: A Tale of Memories.'}, {'mal_id': 6401, 'type': 'anime', 'url': 'https://myanimelist.net/anime/6401/ef__A_Tale_of_Melodies_-_Prologue', 'title': 'ef: A Tale of Melodies. - Prologue'}]}","Mystery, Supernatural, Drama, Romance"
12041,4983,Hells,7.06,218,3338.0,3357,,"{'Adaptation': [{'mal_id': 1853, 'type': 'manga', 'url': 'https://myanimelist.net/manga/1853/Hells_Angels', 'title': 'Hells Angels'}]}","Adventure, Comedy, Horror"
13457,5025,Dengeki Oshioki Musume Gootaman: Gootaman Tanjou-hen,5.3,66,8685.0,6184,,"{'Adaptation': [{'mal_id': 17471, 'type': 'manga', 'url': 'https://myanimelist.net/manga/17471/Dengeki_Oshioki_Musume_Gootaman', 'title': 'Dengeki Oshioki Musume Gootaman'}], 'Sequel': [{'mal_id': 5549, 'type': 'anime', 'url': 'https://myanimelist.net/anime/5549/Dengeki_Oshioki_Musume_Gootaman_R__Ai_to_Kanashimi_no_Final_Battle', 'title': 'Dengeki Oshioki Musume Gootaman R: Ai to Kanashimi no Final Battle'}]}","Action, Comedy, Ecchi, Parody"
5843,5079,Kurokami The Animation,7.25,2059,2619.0,969,,"{'Adaptation': [{'mal_id': 982, 'type': 'manga', 'url': 'https://myanimelist.net/manga/982/Kurokami', 'title': 'Kurokami'}], 'Summary': [{'mal_id': 6587, 'type': 'anime', 'url': 'https://myanimelist.net/anime/6587/Kurokami__Intermission', 'title': 'Kurokami: Intermission'}], 'Side story': [{'mal_id': 6794, 'type': 'anime', 'url': 'https://myanimelist.net/anime/6794/Kurokami__Tora_to_Tsubasa', 'title': 'Kurokami: Tora to Tsubasa'}]}","Action, Martial Arts, Super Power"
2360,5097,Hatsu Inu 2 The Animation: Strange Kind of Woman - Again,7.26,280,,3699,,"{'Adaptation': [{'mal_id': 3300, 'type': 'manga', 'url': 'https://myanimelist.net/manga/3300/Hatsu_Inu', 'title': 'Hatsu Inu'}], 'Prequel': [{'mal_id': 2798, 'type': 'anime', 'url': 'https://myanimelist.net/anime/2798/Hatsu_Inu_The_Animation', 'title': 'Hatsu Inu The Animation'}]}",Hentai
509,5162,Minami-ke Okaeri,7.63,1810,1276.0,1513,,"{'Adaptation': [{'mal_id': 2629, 'type': 'manga', 'url': 'https://myanimelist.net/manga/2629/Minami-ke', 'title': 'Minami-ke'}], 'Prequel': [{'mal_id': 3225, 'type': 'anime', 'url': 'https://myanimelist.net/anime/3225/Minami-ke_Okawari', 'title': 'Minami-ke Okawari'}], 'Side story': [{'mal_id': 5713, 'type': 'anime', 'url': 'https://myanimelist.net/anime/5713/Minami-ke_Betsubara', 'title': 'Minami-ke Betsubara'}], 'Sequel': [{'mal_id': 14575, 'type': 'anime', 'url': 'https://myanimelist.net/anime/14575/Minami-ke_Omatase', 'title': 'Minami-ke Omatase'}]}","Slice of Life, Comedy, School"
6760,5165,Macross 25th Anniversary: All That VF Macross F Version,6.49,62,5644.0,6308,,"{'Parent story': [{'mal_id': 3572, 'type': 'anime', 'url': 'https://myanimelist.net/anime/3572/Macross_F', 'title': 'Macross F'}], 'Other': [{'mal_id': 5164, 'type': 'anime', 'url': 'https://myanimelist.net/anime/5164/Macross_25th_Anniversary__All_That_VF_Macross_Zero_Version', 'title': 'Macross 25th Anniversary: All That VF Macross Zero Version'}]}","Action, Sci-Fi, Mecha"
6312,5168,Asience: Kami wa Onna no Inochi,6.34,133,6214.0,5293,,[],"Historical, Samurai"
